From,Subject,Snippet,Labels,Has Attachments,Message Length
HelloWork Candidature <contact@emails.hellowork.com>,Votre candidature est arrivée chez SPIE ICS,"Le recruteur prendra contact avec vous après étude de votre candidature Logo Hellowork Logo Hellowork Bonjour melanie, Nous avons bien pris en compte votre candidature au poste Alternance - Data","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,76400
HelloWork Alert <alerte@emails.hellowork.com>,"Melanie, HelloWork a trouvé 3 nouvelles offres d'emploi rien que pour vous ! (data)",Airbus recherche des candidats comme vous Logo Hellowork Logo Hellowork Hello Melanie ! 3 nouvelles offres correspondent à votre alerte. data Alt 2024 - Apprenti en Modélisation de Données Skywise H/F,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,62585
LinkedIn <jobs-listings@linkedin.com>,"Poste de Alternance – Ingénieur(e) Big Data, Python, SQL, AWS – Aéronautique - Toulouse chez Sopra Steria : recrute activement","Votre profil correspond peut-être à l&#39;offre de Alternance – Ingénieur(e) Big Data, Python, SQL, AWS – Aéronautique - Toulouse chez Sopra Steria ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏","['CATEGORY_SOCIAL', 'INBOX']",True,157040
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,“Analyste de données” : EURALIS - [Soltis] Genetic Data Analyst Tournesol et plus encore,[Soltis] Genetic Data Analyst Tournesol chez EURALIS : À propos de nousSOLTIS est une société de… ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,131086
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,3 nouvelles offres d’emploi pour “data”,Voir les offres d&#39;emploi - Toulouse ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,135660
"""Équipe de recrutement de Business & Decision"" <notifications@smartrecruiters.com>",Suite à votre candidature,"​​​​​​​​​​ Bonjour melanie, Nous vous remercions de la confiance que vous avez témoignée en nous adressant votre candidature. Après examen approfondi de votre dossier, nous avons le regret de vous","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,7146
"""Business & Decision"" <notification@smartrecruiters.com>",Merci d'avoir postulé chez Business & Decision,"Bonjour melanie, Nous avons bien reçu votre candidature et vous remercions de la confiance que vous nous témoignez. Si votre profil correspond à nos recherches nous ne manquerons pas de vous rappeler","['CATEGORY_UPDATES', 'INBOX']",True,4618
HelloWork Candidature <contact@emails.hellowork.com>,Votre candidature est arrivée chez Business & Décision,"Le recruteur prendra contact avec vous après étude de votre candidature Logo Hellowork Logo Hellowork Bonjour melanie, Nous avons bien pris en compte votre candidature au poste Consultant Junior Data -","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,76391
HelloWork Alert <alerte@emails.hellowork.com>,"Melanie, HelloWork a trouvé une nouvelle offre d'emploi rien que pour vous ! (data)",FINVENS recherche des candidats comme vous Logo Hellowork Logo Hellowork Hello Melanie ! 1 nouvelle offre correspond à votre alerte. data Data Analyst en Alternance H/F FINVENS Alternance • Toulouse -,"['CATEGORY_PROMOTIONS', 'IMPORTANT', 'INBOX']",False,45983
Marketplace But <no.reply@but.fr>,Marketplace BUT - Confirmation de réception automatique de la commande n° 48480535-A,"But International Espace Client But International Bonjour, Votre commande n° 48480535-A a été débitée le 13/03/2024. Pour consulter le détail de cette commande, cliquez ici : https://www.but.fr/","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,17921
AddViseo <noreply@addviseo.com>,"[AddViseo] - Dès aujourd'hui, faites d'AddViseo le tremplin de votre carrière !","Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre espace AddViseo a été créé pour vous le 28 février 2024. Dès à présent, vous avez à votre disposition tous les outils","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,40023
Air France pour MELANIE LOLA PICOT <admin@infos-airfrance.com>,Votre voyage à Paris le 12/04/2024 avec Air France,"Air France - Skyteam Chère Madame MELANIE LOLA PICOT, Nous vous remercions d&#39;avoir choisi Air France pour votre voyage à Paris. Formalités à accomplir, options pour votre vol, informations pour","['CATEGORY_UPDATES', 'INBOX']",True,82908
Air France pour JEAN PHILIPPE MAZZIA <admin@infos-airfrance.com>,Votre voyage à Paris le 12/04/2024 avec Air France,"Air France - Skyteam Cher Monsieur JEAN PHILIPPE MAZZIA, Nous vous remercions d&#39;avoir choisi Air France pour votre voyage à Paris. Formalités à accomplir, options pour votre vol, informations pour","['CATEGORY_UPDATES', 'INBOX']",True,82953
HelloWork <emploi@emails.hellowork.com>,Votre candidature au poste de Alt 2024 Apprenti en Data Analyst - Solution Ai-Lowcode - Nocode H/F,Suivi de votre candidature ‌ ‌ ‌ ‌&amp;n bsp;‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,63135
HelloWork <emploi@emails.hellowork.com>,Votre candidature au poste de Alternance - Data Scientist H/F,Suivi de votre candidature ‌ ‌ ‌ ‌&amp;n bsp;‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,63159
HelloWork <emploi@emails.hellowork.com>,Récapitulatif de votre semaine de recherche d'emploi,"Vos offres, votre recherche, vos candidatures... Logo Hellowork Logo Hellowork Bonjour melanie, Nous vous avons préparé un récapitulatif de la semaine écoulée : Les offres à ne pas manquer cette","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,70333
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,“Analyste de données” : Airbus - Alternant(e) Ingénieur(e) analyste des données en Qualité (f/m) et plus encore,Alternant(e) Ingénieur(e) analyste des données en Qualité (f/m) chez Airbus : Job DescriptionEnvie de déployer vos ailes ? Et… ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,120748
"""Anaconda.org"" <server@anaconda.org>","Welcome, melaniep31 to Anaconda.org",Thanks for signing up for Anaconda.org! Please click the link below to confirm activation of your Anaconda.org account: https://anaconda.org/account/confirm_email/melaniep31?email=melanie.picot01%,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,2697
"""Airbus Human Resources (Do Not Reply)"" <ag@myworkday.com>",AIRBUS - Action requise concernant votre candidature:  formulaire de sécurité à compléter,"Objet : Candidature : Mélanie Picot ‎- JR10251541 ALT2024 - Apprenti(e) Customer Care Centre Data Scientist (f/h) (CAND11743411) le 03/25/2024 Chère/Cher Mélanie Picot , Nous vous contactons suite à","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,6638
Valentin via leboncoin <2dwtg69xc9z48wdf@messagerie.leboncoin.fr>,"Nouveau message pour ""Canapé d'angle BUT MALAGA2 Noir"" sur leboncoin","Bonjour Mélanie, Vous avez un nouveau message. Canapé d&#39;angle BUT MALAGA2 Noir (https://leboncoin.fr/ameublement/2588147257.htm) Valentin « J&#39;ai regardé selon les mesures dans le descriptif et","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,56267
Valentin via leboncoin <2dwtg69xc9z48wdf@messagerie.leboncoin.fr>,"Nouveau message pour ""Canapé d'angle BUT MALAGA2 Noir"" sur leboncoin","Bonjour Mélanie, Vous avez un nouveau message. Canapé d&#39;angle BUT MALAGA2 Noir (https://leboncoin.fr/ameublement/2588147257.htm) Valentin « Ah oui en effet, je suis rue Monplaisir, ça fait un peu","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,53583
LinkedIn <jobs-listings@linkedin.com>,"Poste de Alternance – Ingénieur(e) Big Data, Python, SQL, AWS – Aéronautique - Toulouse chez Sopra Steria : recrute activement",6 offres d&#39;emploi recommandées pour vous ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_SOCIAL', 'INBOX']",True,128961
Valentin via leboncoin <2dwtg69xc9z48wdf@messagerie.leboncoin.fr>,"Nouveau message pour ""Canapé d'angle BUT MALAGA2 Noir"" sur leboncoin","Bonjour Mélanie, Vous avez un nouveau message. Canapé d&#39;angle BUT MALAGA2 Noir (https://leboncoin.fr/ameublement/2588147257.htm) Valentin « Bonjour ! Désolé du manque de réponse, mon forfait était","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,50694
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,“Analyste de données” : Airbus - ALT 2024 - Apprenti(e) Digitalisation - Analyste Data (F/H),ALT 2024 - Apprenti(e) Digitalisation - Analyste Data (F/H) chez Airbus : Job DescriptionEnvie de déployer vos ailes ? Et… ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,83822
HelloWork notifications <notification@emails.hellowork.com>,"Melanie, Studi CFA recrute un Alternance - Chargé de Recrutement H/F",Nous avons trouvé de nouvelles offres d&#39;emploi qui pourraient vous intéresser ! Logo Hellowork Logo Hellowork Hello melanie ! 6 nouvelles offres correspondent à votre profil. Alternance - Chargé de,"['CATEGORY_UPDATES', 'INBOX']",False,114229
Thales Group <recruiting@jobalerts.thalesgroup.com>,Thank you for applying,"Bonjour Mélanie, Nous avons bien reçu votre candidature pour le poste de ALTERNANCE - Développeur BackEnd Big Data F/H. Nous allons étudier votre profil avec toute l&#39;attention nécessaire. Nous vous","['CATEGORY_UPDATES', 'INBOX']",True,14243
HelloWork Candidature <contact@emails.hellowork.com>,Votre candidature est arrivée chez SPIE ICS,"Le recruteur prendra contact avec vous après étude de votre candidature Logo Hellowork Logo Hellowork Bonjour melanie, Nous avons bien pris en compte votre candidature au poste Alternance - Data","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,76319
donotreply.ge@numeric-emploi.org,Modification des informations de connexion pour Madame Mélanie PICOT sur Numeric Emploi Occitanie,"Madame Mélanie PICOT, Une demande de réinitialisation de votre mot de passe pour votre compte a été faite sur Numeric Emploi Occitanie. Vous pouvez maintenant vous connecter en cliquant sur le lien ci-","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,2679
HelloWork Actus <newsletter@emails.hellowork.com>,La chasse aux offres est ouverte !,15 minutes de lecture pour vous aider à choisir votre job Logo HelloWork Logo HelloWork 15mn de lecture pour vous aider à choisir votre job. ON VOUS AIDE À TROUVER TOUTES LES OFFRES CACHÉES ! Visuel,"['CATEGORY_UPDATES', 'INBOX']",False,76603
Valentin via leboncoin <2dwtg69xc9z48wdf@messagerie.leboncoin.fr>,"Nouveau message pour ""Canapé d'angle BUT MALAGA2 Noir"" sur leboncoin","Bonjour Mélanie, Vous avez un nouveau message. Canapé d&#39;angle BUT MALAGA2 Noir (https://leboncoin.fr/ameublement/2588147257.htm) Valentin « Bonsoir ! Votre canapé m&#39;intéresse, j&#39;ai quelques","['CATEGORY_PERSONAL', 'INBOX']",True,45793
"""DeinDesign."" <news@you.deindesign.com>",Dernière chance pour votre réduction de Pâques ! 😲,"Profitez aujourd&#39;hui seulement de 15% Webversion logo Produits Designs Personnalisier Code: SPRING15 DÈDUIRE MAINTENANT *Le code promotionnel de 15% de réduction, sans minimum d&#39;achat est","['CATEGORY_PROMOTIONS', 'INBOX']",True,37548
"""CTEASY.COM"" <noreply.invitations@trustpilotmail.com>",Rappel: Donnez votre avis sur cteasy.com,"Un petit rappel, client(e) ! Merci encore d&#39;avoir choisi cteasy.com. Lorsque vous écrivez un avis sur votre expérience, vous nous aidez à améliorer la satisfaction de nos clients. Êtes-vous","['CATEGORY_UPDATES', 'INBOX']",True,41967
HelloWork notifications <notification@emails.hellowork.com>,"Melanie, 15 offres récentes proches de votre recherche",Nous avons trouvé de nouvelles offres d&#39;emploi qui pourraient vous intéresser ! Logo Hellowork Logo Hellowork Hello melanie ! 15 nouvelles offres s&#39;approchent de vos recherches. Assistant RH -,"['CATEGORY_UPDATES', 'INBOX']",False,104443
HelloWork Alert <alerte@emails.hellowork.com>,"Melanie, HelloWork a trouvé 3 nouvelles offres d'emploi rien que pour vous ! (data)",Airbus recherche des candidats comme vous Logo Hellowork Logo Hellowork Hello Melanie ! 3 nouvelles offres correspondent à votre alerte. data Apprenti Aero Data Analyst H/F Airbus Alternance • Toulouse,"['CATEGORY_UPDATES', 'INBOX']",False,57305
Steam Support <noreply@steampowered.com>,Your Steam account: Access from new computer,"Steam jeanmarcellesublime, It looks like you are trying to log in from a new device. Here is the Steam Guard code you need to access your account: Request made from France XJX6H If this wasn&#39;t you","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,33387
Le support Steam <noreply@steampowered.com>,Votre compte Steam : accès depuis un nouvel ordinateur,"Steam jmlesublime, Il semblerait que vous essayiez de vous connecter depuis un nouvel appareil. Voici le code Steam Guard dont vous avez besoin pour vous connecter à votre compte : Origine de la","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,34091
Google Takeout <noreply@google.com>,Vos données Google sont prêtes à être téléchargées,"Votre compte, vos données Nous avons fini de créer une copie des données Google que vous avez demandées le 31 mars 2024. Vous pouvez télécharger vos fichiers jusqu&#39;au 7 avril 2024. Les données","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,4686
"""Les Relations Adhérents Greenpeace"" <adhesion@act.greenpeace.fr>",Rappel : votre reçu fiscal,"Téléchargez votre reçu fiscal 2023 dès maintenant Voir la version en ligne Greenpeace Télécharger mon reçu fiscal Bonjour Melanie, Je vous écris à nouveau pour vous rappeler que votre reçu fiscal est","['CATEGORY_PERSONAL', 'INBOX']",True,32863
Marketplace But <no.reply@but.fr>,Marketplace BUT - Confirmer la réception de votre commande n° 48480535-A,"But International Espace Client But International Bonjour, Votre commande n° 48480535-A a été débitée le 12/03/2024. Si vous l&#39;avez reçue, n&#39;attendez plus pour confirmer la réception en","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,18229
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,1 nouvelle offre d’emploi pour “data”,Voir les offres d&#39;emploi - Toulouse ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,85671
Prestation Pole Emploi <votre-rendez-vous@aksis.fr>,Confirmation de rendez-vous,"Bonjour MELANIE PICOT, Vous avez une demande de signature pour le rendez-vous : Additionnel Vous avez assisté à un rendez-vous, en date du 29-03-2024 de 16h40 à 17h00. Pour confirmer votre présence,","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,2390
HelloWork <emploi@emails.hellowork.com>,L’offre de Alternance - Data Analyste - Data Engineer H/F n’est plus disponible,Suivi de votre candidature Logo Hellowork Logo Hellowork Bonjour Melanie Vous avez récemment postulé à l&#39;offre d&#39;emploi suivante via HelloWork.com : Poste : Alternance - Data Analyste - Data,"['CATEGORY_UPDATES', 'INBOX']",False,24811
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,1 nouvelle offre d’emploi pour “data”,Voir les offres d&#39;emploi - Toulouse ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,83754
HelloWork <emploi@emails.hellowork.com>,2 recruteurs viennent de consulter votre cv,2 recruteurs viennent de consulter votre profil Logo Hellowork Logo Hellowork Bonjour melanie 2 entreprises ont consulté votre CV dans la CVthèque HelloWork depuis hier. Découvrez les entreprises qui,"['CATEGORY_PROMOTIONS', 'IMPORTANT', 'INBOX']",False,17041
My Company <communication@c39p9.m-sender-sib.com>,Welcome Mrs BRIGITTE PEIGNE!,Welcome Mrs BRIGITTE PEIGNE!͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,"['CATEGORY_PERSONAL', 'INBOX']",True,17973
AddViseo <noreply@addviseo.com>,[AddViseo] - Rappel rendez-vous AddViseo,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Dans le cadre de la prestation EMS, votre consultant M Jean Daniel BERNARD vous fait parvenir ce rappel. 29 mars Rappel :","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,42505
"""Booking.com"" <noreply@booking.com>",La réservation de votre vol pour Paris est confirmée,"Merci pour votre réservation ! Votre vol pour Paris est confirmé. Mélanie Lola, Paris vous attend Bonjour Mélanie Lola Picot, Merci pour votre réservation ! Votre vol pour Paris est confirmé. Vous","['CATEGORY_UPDATES', 'INBOX']",False,53484
Sopra Steria <notification@careers.soprasteria.com>,"melanie, merci pour votre candidature !","Chèr(e) melanie, Nous accusons bonne réception de votre candidature et vous remercions de l&#39;intérêt que vous portez à nos opportunités de carrière chez Sopra Steria ! Notre entreprise offre un","['CATEGORY_PERSONAL', 'INBOX']",True,5743
HelloWork notifications <notification@emails.hellowork.com>,"Melanie, SPIE ICS recrute un Alternance - Data Analyste - Data Engineer H/F",Nous avons trouvé de nouvelles offres d&#39;emploi qui pourraient vous intéresser ! Logo Hellowork Logo Hellowork Hello melanie ! 6 nouvelles offres correspondent à votre profil. Alternance - Data,"['CATEGORY_UPDATES', 'INBOX']",False,112573
HelloWork <emploi@emails.hellowork.com>,1 recruteur vient de consulter votre cv,1 recruteur vient de consulter votre profil Logo Hellowork Logo Hellowork Bonjour melanie 1 entreprise a consulté votre CV dans la CVthèque HelloWork depuis hier. Découvrez les entreprises qui ont,"['CATEGORY_UPDATES', 'INBOX']",False,17034
Dacosta via leboncoin <rbfxs1qb3dlz2rhr@messagerie.leboncoin.fr>,"Nouveau message pour ""Canapé d'angle BUT MALAGA2 Noir"" sur leboncoin","Bonjour Mélanie, Vous avez un nouveau message. Canapé d&#39;angle BUT MALAGA2 Noir (https://leboncoin.fr/ameublement/2588147257.htm) Dacosta « Bonjour Mélanie, votre annonce m&#39;intéresse ! Est-elle","['CATEGORY_PERSONAL', 'INBOX']",True,44590
HelloWork <emploi@emails.hellowork.com>,1 recruteur vient de consulter votre cv,1 recruteur vient de consulter votre profil Logo Hellowork Logo Hellowork Bonjour melanie 1 entreprise a consulté votre CV dans la CVthèque HelloWork depuis hier. Découvrez les entreprises qui ont,"['CATEGORY_UPDATES', 'INBOX']",False,17034
Dribbble <no-reply@n.dribbble.com>,Defiance in Design 🎨✊ Elina Cecilia Giglio's Empowering Women's Day Posters,"Dive into striking International Women&#39;s Day posters, embodying strength and breaking biases in vibrant hues. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌","['CATEGORY_PROMOTIONS', 'INBOX']",True,86550
Service client CTEasy <supportclient@cteasy.com>,Votre facture pour votre réservation CTEasy 8009DPD,Veuillez trouver en pièce jointe votre facture correspondant à la réservation 8009DPD que vous avez acheté sur cteasy.com. le Service client CTEasy,"['CATEGORY_PERSONAL', 'INBOX']",True,232
Service client CTEasy <supportclient@cteasy.com>,CTEASY - Confirmation de réservation,"n°1 du contrôle technique pas cher Confirmation de votre réservation Bonjour Mr. Laurent Picot, votre paiement a bien été confirmé. Voici votre code de réservation : CT8009DPD Récapitulatif de votre","['CATEGORY_PERSONAL', 'INBOX']",False,75844
"""Airbus Human Resources (Do Not Reply)"" <ag@myworkday.com>",AIRBUS - Merci d'avoir postulé!,"Objet : Mélanie Picot ‎- JR10251541 ALT2024 - Apprenti(e) Customer Care Centre Data Scientist (f/h) (CAND11743411) Chère/Cher Mélanie Picot , Merci d&#39;avoir pris le temps de compléter votre","['CATEGORY_PERSONAL', 'INBOX']",True,6573
"""Airbus Human Resources (Do Not Reply)"" <ag@myworkday.com>",AIRBUS - Merci d'avoir postulé!,"Objet : Mélanie Picot ‎- JR10255455 ALT 2024 Apprenti(e) en Data Analyst - Solution AI-LowCode/NoCode (h/f) (CAND11743411) Chère/Cher Mélanie Picot , Merci d&#39;avoir pris le temps de compléter votre","['CATEGORY_PERSONAL', 'INBOX']",True,6589
Google Takeout <noreply@google.com>,Vos données Google sont prêtes à être téléchargées,"Votre compte, vos données Nous avons fini de créer une copie des données Google que vous avez demandées le 22 mars 2024. Vous pouvez télécharger vos fichiers jusqu&#39;au 29 mars 2024. Les données","['CATEGORY_UPDATES', 'INBOX']",True,4686
HelloWork <emploi@emails.hellowork.com>,Vérifiez vos informations pour être sûr de recevoir les bonnes offres d'emploi,Mieux vous connaître pour vous envoyer les bonnes offres ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,50022
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,1 nouvelle offre d’emploi pour “data”,Voir les offres d&#39;emploi - Toulouse ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,85583
HelloWork <emploi@emails.hellowork.com>,4 recruteurs viennent de consulter votre cv,4 recruteurs viennent de consulter votre profil Logo Hellowork Logo Hellowork Bonjour melanie 4 entreprises ont consulté votre CV dans la CVthèque HelloWork depuis hier. Découvrez les entreprises qui,"['CATEGORY_UPDATES', 'INBOX']",False,17041
HelloWork notifications <notification@emails.hellowork.com>,"Melanie, Extia recrute un Alternance - Chargé de Recrutement - Toulouse H/F",Nous avons trouvé de nouvelles offres d&#39;emploi qui pourraient vous intéresser ! Logo Hellowork Logo Hellowork Hello melanie ! 1 nouvelle offre correspond à votre profil. Alternance - Chargé de,"['CATEGORY_UPDATES', 'INBOX']",False,87499
